titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
Fast!,NABIL A,Rated 5 out of 5 stars,US,1 review,2019-03-01T05:51:09.000Z,,Fast service!
Easy to follow steps to file a claim on…Easy,JAVIER P,Rated 5 out of 5 stars,US,1 review,2019-03-01T05:29:03.000Z,,Easy to follow steps to file a claim on line very Convenient.
Everything was done in an efficient…,MARIA Y,Rated 5 out of 5 stars,US,1 review,2019-03-01T04:28:11.000Z,,Everything was done in an efficient manner.
Phone replacement..no problem.,ROBERT B,Rated 4 out of 5 stars,US,2 reviews,2019-03-01T04:23:53.000Z,,
You did great!,BRIAN S,Rated 5 out of 5 stars,US,1 review,2019-03-01T04:03:03.000Z,,
Excellent service in a timely manner,SOLOME P,Rated 5 out of 5 stars,US,1 review,2019-03-01T03:52:54.000Z,,
I got my replacement fast,BRANDON T,Rated 5 out of 5 stars,US,1 review,2019-03-01T03:41:17.000Z,,"I got my replacement fast, the return was simple and easy, and my replacement works great. I’m all around happy, super glad I got insurance!"
Everything when perfectly,Vincent,Rated 5 out of 5 stars,US,1 review,2019-03-01T03:26:46.000Z,,Everything when perfectly.     From the quick delivery to the help they provided during the set up.
Fast service.,PHILLIP C,Rated 5 out of 5 stars,US,1 review,2019-03-01T02:38:10.000Z,,
Really good,GEORGE B,Rated 5 out of 5 stars,US,1 review,2019-03-01T02:35:24.000Z,,Really good good 👍 👍
It was great minus the fact that on my…,Matthew,Rated 5 out of 5 stars,US,1 review,2019-03-01T02:25:02.000Z,,It was great minus the fact that on my replacement device you had the wrong number to contact to activate my device.
"Fast, quick & easy",Pamela D,Rated 5 out of 5 stars,US,2 reviews,2019-02-28T23:51:30.000Z,,"Fast, quick and easy"
Insurance Replacement Phone,Alexis N,Rated 5 out of 5 stars,US,1 review,2019-02-28T22:50:07.000Z,,"They were great.,"
good support,OREN T,Rated 5 out of 5 stars,US,1 review,2019-02-28T22:02:18.000Z,,
The replacement phone arrived earlier…,Kim,Rated 5 out of 5 stars,US,1 review,2019-02-28T15:27:00.000Z,,The replacement phone arrived earlier in the day than promised. This time you did a great job!!
Always prompt delivery of replacement,Elizabeth O,Rated 5 out of 5 stars,US,1 review,2019-02-28T14:15:38.000Z,,
Good experience!,William,Rated 3 out of 5 stars,US,1 review,2019-02-28T13:07:20.000Z,,
Excellent service,Danny,Rated 5 out of 5 stars,US,1 review,2019-02-28T05:47:19.000Z,,They were very helpful and knowledgeable. I was very pleased
Very  helpful and efficient handling…,Ministeriio Int Revelacion Div,Rated 5 out of 5 stars,US,1 review,2019-02-28T03:58:39.000Z,,Very  helpful and efficient handling the case Act very responsible and replace the equipment in no time Quick response Thanks
Good,Angel,Rated 5 out of 5 stars,US,1 review,2019-02-28T03:10:21.000Z,,Good service
Good service,Gurcharan,Rated 5 out of 5 stars,US,1 review,2019-02-28T01:44:06.000Z,,
nice handling of my service.,GEORGE Mincey,Rated 5 out of 5 stars,US,2 reviews,2019-02-28T00:56:45.000Z,,
Excellent Service,Jenifer,Rated 5 out of 5 stars,US,1 review,2019-02-27T23:41:19.000Z,,Excellent Service. Glad I insured my phone.
Excellent customer service,DAVID B,Rated 5 out of 5 stars,US,1 review,2019-02-27T22:18:28.000Z,,
Useless,Austin Richards,,US,1 review,2019-02-27T20:12:37.000Z,,"Useless, I have received 2 phones in the last 2 months and neither of them work. One the screen wouldn't work properly and now the new one which is 3 weeks old quit letting me use the camera and wont connect to 4g. I need my phone for work and I m about to get evicted. Thank you for wasting my time and starting some real financial issues in my life."
The representative was very help and…,Melinda,Rated 5 out of 5 stars,US,1 review,2019-02-27T19:59:03.000Z,,"The representative was very help and knowledgeable, with my situation. Received my new phone in 24 hours."
Great,Four Seasons Air Systems,Rated 5 out of 5 stars,US,1 review,2019-02-27T19:01:45.000Z,,Easy transition.
Waste of money,danielle ,Rated 1 out of 5 stars,US,1 review,2019-02-27T20:31:31.000Z,,"Asurion has really let us down. I have never been so disappointed with a company like this before. We pay insurance, we pay the deductible and still have a phone that they refuse to fix. Meanwhile I can spend less money at one of these cell phone repair companies that will get the job done but that defeats the purpose of having insurance.Just to be clear your technician did come with the parts but your company told him not to repair the damaged screen because he couldn’t take a picture on said device. He did give me another option with another company to repair it at $70 dollars. The only other option Asurion would provide is a replacement phone at $149. I do not want a refurbished phone just the screen replaced."
Very satisfied,Kimberly,Rated 5 out of 5 stars,US,2 reviews,2019-02-27T16:19:24.000Z,,"Very satisfied, next day delivery, process isEasy to follow"
Fast shipping,Jada,Rated 5 out of 5 stars,US,1 review,2019-02-27T15:57:34.000Z,,"Fast shipping, very clear directions with the return and setting up my new phone! Thanks!"
Pleasantly surprised,Earlymary,Rated 5 out of 5 stars,US,7 reviews,2019-02-27T14:58:55.000Z,,The process was quick and easy to complete. I received my replacement phone in one day! Awesome customer care!
The service was excellent,Choices,Rated 3 out of 5 stars,US,1 review,2019-02-27T14:48:14.000Z,,"The service was excellent! It is, though, a pricey program when you still have to pay a good size deductible in the end. All together I could have put the money away each month, added the deductible and nearly paid for a brand new phone since my phone was fairly old to begin with."
Great Experience,Woodson Center,Rated 5 out of 5 stars,US,1 review,2019-02-27T14:11:26.000Z,,"Easy, fast excellent service!"
Worked out.,Across Calvary Outreach Nation,Rated 5 out of 5 stars,US,1 review,2019-02-27T13:46:32.000Z,,Worked out.. satisfied..
Thanks,Chuck H,Rated 5 out of 5 stars,US,7 reviews,2019-02-27T13:43:00.000Z,,Awesome experience.
A screen repair would’ve been a lot cheaper,Molly,Rated 4 out of 5 stars,US,1 review,2019-02-27T13:17:09.000Z,,"My son cracked the screen on his iPad which is insured. The only option I was given was to replace the iPad. I really wanted to have the screen replaced since it probably would’ve been $200 cheaper. The replacement iPad is brand new and came the next day, which my son was thankful for."
Very good experience with The process . A+,Jessie,Rated 5 out of 5 stars,US,1 review,2019-02-27T13:12:47.000Z,,Very good experience with the process. A+
Every aspect of service was…,Edward,Rated 5 out of 5 stars,US,1 review,2019-02-27T12:25:29.000Z,,Every aspect of service was outstanding.Delivery was exceptional.
It was an easy process and got my…,Kourtney,Rated 5 out of 5 stars,US,1 review,2019-02-27T12:00:33.000Z,,It was an easy process and got my replacement phone the next day!
Claim was easy and replacement device…,James,Rated 5 out of 5 stars,US,1 review,2019-02-27T11:35:49.000Z,,Claim was easy and replacement device arrived within a couple days.
I’m very happy  that replaced my very fast Anh easy thank you very much  very satisfied I think everyone should have there phone insurance because never no you for got some were or lost your phone,Tam,Rated 5 out of 5 stars,US,1 review,2019-02-27T05:01:09.000Z,,I very satisfied whit my phone replacement thank very much it fast and  easy I’m very happy because my phone is business also thank  you sent the phone in two day on time very satisfied Thanh you one again
Great service,Michael,Rated 5 out of 5 stars,US,1 review,2019-02-27T02:05:06.000Z,,
New phone arrived with in 24 hours,Deane,Rated 5 out of 5 stars,US,1 review,2019-02-27T01:49:22.000Z,,New phone arrived with in 24 hours.  Transfering to the new phone was easy and smooth.
Thanks 🙏,Concept Contracting,Rated 5 out of 5 stars,US,1 review,2019-02-27T01:29:52.000Z,,Thanks 🙏 Easy peasey.
Easy.the representative LISTENED,Mary,Rated 5 out of 5 stars,US,1 review,2019-02-27T00:42:14.000Z,,
So easy,Adrienne,Rated 5 out of 5 stars,US,1 review,2019-02-27T00:37:37.000Z,,Filing my claim was super easy and I had the new phone the very next day!
I've never been a fan of insurance…,Vecy carpenter,Rated 5 out of 5 stars,US,1 review,2019-02-27T00:15:01.000Z,,I've never been a fan of insurance companies phones or otherwise...but yall did fantastic
Overly satisfied customer,Lashunda,Rated 5 out of 5 stars,US,1 review,2019-02-26T23:18:42.000Z,,I have had them for years always great service!
Excellent Service!,Brett,Rated 5 out of 5 stars,US,1 review,2019-02-26T23:10:31.000Z,,The replacement phone came quick and works great! Thanks!
Super service at the store!,Sam,Rated 5 out of 5 stars,US,1 review,2019-02-26T22:48:02.000Z,,
Great service,Barry,Rated 5 out of 5 stars,US,1 review,2019-02-26T22:21:40.000Z,,Great service!  Fast shipping!
Quick and honest no hassle,Michael,Rated 5 out of 5 stars,US,1 review,2019-02-26T22:19:33.000Z,,
Phone replacement,Ronald,Rated 5 out of 5 stars,US,1 review,2019-02-26T21:44:24.000Z,,Your attention to my issue was great.Thank you
Good work.,Shawn,Rated 4 out of 5 stars,US,1 review,2019-02-26T21:40:37.000Z,,Good work quick service.
Fast and sweet!,Pamela Szurek,Rated 5 out of 5 stars,US,3 reviews,2019-02-26T21:15:08.000Z,,"Thank you for quickly and politely handling my phone doesn't replacement, from the initial call through the set up I'd the new phone."
Very fast process with no hassle.,Encil,Rated 5 out of 5 stars,US,4 reviews,2019-02-26T21:09:18.000Z,,
Very good service and very fast.,Roberto,Rated 5 out of 5 stars,US,3 reviews,2019-02-26T20:48:44.000Z,,
all worked out great,WILLIAM H,Rated 4 out of 5 stars,US,1 review,2019-02-26T20:20:46.000Z,,the phone tech was great at getting it taken care of in a timely manner
Thanks!,Paul,Rated 5 out of 5 stars,US,1 review,2019-02-26T20:12:32.000Z,,Thanks for the great service.
Excellent service,Camille,Rated 5 out of 5 stars,US,1 review,2019-02-26T20:06:12.000Z,,"Excellent service, patient with me and talked in my language as I'm not super tech savvy - I greatly appreciated that!"
Easy and Fast!,Stephanie,Rated 5 out of 5 stars,US,1 review,2019-02-26T19:15:19.000Z,,
Amazing customer service,Jaquavious,Rated 5 out of 5 stars,US,1 review,2019-02-26T18:02:12.000Z,,Amazing customer service. Very quick & efficient.
I am happy they way my claim was…,Katy,Rated 5 out of 5 stars,US,1 review,2019-02-26T17:08:50.000Z,,"I am happy they way my claim was handle, very easy and quick.Thanks"
Asurion has some issues!!!,Zach Harris,Rated 2 out of 5 stars,US,1 review,2019-02-26T16:28:59.000Z,,"I have a phone with AT&T. My phone was stolen, i have insurance. The hole claim process was easy but didn't live up to it prommises. I gave a number where they could contact me incase there was an issue with my phone claim. They did not do this they instead contact an email that i never was told that they would contact me this way. I had to call AT&T to resolve this issue. The only problem with that is they wanted to send me to Asurion. Then Asurion would send me back to AT&T. Finally i got into contact with the right people, but they wanted for me to refile the claim since it got denied. They informed me the information i sent them did not exist any more. But some how the supervisor read me back all the information that was given to them on the form. After all this its going to take me 4 days to finally get my phone back. They really need to rethink there automated call system, i shouldn't be sent back and forth through at&t and Asurion. My information that was sent originally should be accessible, especially after a couple days. I am not sure who is writing these reviews about this company on this site. But trust me the only reason i recontacted them was because the reviews i read all said that this company was a 3 star at best. A lot of them had poor experience with the online issues and never received there phone and where never contacted. Asurion and AT&T please correct this."
The speed in which I got my replacement…,Lorie F,Rated 4 out of 5 stars,US,2 reviews,2019-02-26T16:19:43.000Z,,The speed in which I got my replacement phone was excellent thank you
Asurion is always fast and helpful.,Oasis Hc Llc,Rated 5 out of 5 stars,US,1 review,2019-02-26T14:12:22.000Z,,
"Fast, Excellent service",DENNIS L,Rated 5 out of 5 stars,US,1 review,2019-02-26T13:52:17.000Z,,"Replacement phone was received only about 12 hours after filing the claim, and it was received on a Saturday.  Excellent service to get us back up and connected."
Great service,PATRICK H,Rated 5 out of 5 stars,US,1 review,2019-02-26T13:42:37.000Z,,Great service.  Thank you
Excellent and quick service.,Suzett,Rated 5 out of 5 stars,US,3 reviews,2019-02-26T12:45:35.000Z,,
Easy,Randy B,Rated 5 out of 5 stars,US,1 review,2019-02-26T11:47:15.000Z,,Easy headache free
The personnel involved in my claim were…,Gerald,Rated 5 out of 5 stars,US,1 review,2019-02-26T05:02:07.000Z,,The personnel involved in my claim were helpful & efficient in taking care of the situation
Other than not knowing what my…,Dennis H,Rated 5 out of 5 stars,US,1 review,2019-02-26T04:57:32.000Z,,Other than not knowing what my deductible was up front. A little shocked. Once I started the claim it went very fast.
got my new device quickly and sending…,Michelle,Rated 5 out of 5 stars,US,1 review,2019-02-26T04:31:00.000Z,,got my new device quickly and sending the old one back was easy
Getting my daughter's phone replaced…,EDITH K,Rated 5 out of 5 stars,US,1 review,2019-02-26T04:21:19.000Z,,Getting my daughter's phone replaced was easier than I ever imagined.   We had a phone the following day!
My phone seems to be working better…,JASON H,Rated 5 out of 5 stars,US,1 review,2019-02-26T03:48:47.000Z,,My phone seems to be working better after talking to your staff and them walking me thru some tech on the phone.
I got ok service,Edward,Rated 5 out of 5 stars,US,1 review,2019-02-26T03:00:44.000Z,,I got ok service. The first individual gave me erroranous information.
i got my new phone the next day,Angel,Rated 5 out of 5 stars,US,1 review,2019-02-26T02:12:21.000Z,,i got my new phone the next day. Super awesome!!! Thank you!
