titre,nom,stars,localisation,nb_reviews,date_review,date_experience,comment
Hello,Lorrie K,Rated 5 out of 5 stars,US,2 reviews,2018-05-10T01:39:30.000Z,,"Hello, after submitting the claim, I was impressed with the quick turnaround time and the reduced amount required to replace the device!"
I am very pleased with your services,BLANCA E,Rated 5 out of 5 stars,US,1 review,2018-05-10T01:35:59.000Z,,I am very pleased with your services. Thank you
The associates were very professional…,Reader,Rated 5 out of 5 stars,US,3 reviews,2018-05-10T01:29:04.000Z,,The associates were very professional and helpful with process.
New phone came broken and resolved easy,STACIA P,Rated 5 out of 5 stars,US,1 review,2018-05-10T01:28:27.000Z,,We had a problem and was resolved without a fight. Love this company and their great customer service.
Thanks.,DEMOND O,Rated 5 out of 5 stars,US,1 review,2018-05-10T01:23:05.000Z,,"Fast, reliable service."
I was very satisfied with the service I…,NANCY G,Rated 5 out of 5 stars,US,1 review,2018-05-10T00:54:47.000Z,,I was very satisfied with the service I got. Within two days I had a new phone and was back in business.
Only has a bad sim card,CHRIS S,Rated 4 out of 5 stars,US,3 reviews,2018-05-10T00:54:32.000Z,,
This is the first time that any of my…,FRANCISCO P,,US,4 reviews,2018-05-10T00:52:22.000Z,,This is the first time that any of my phones break. It was awesome that upon reporting my claim and had a one day delivery of a new phone. Best decision I ever done.  Thank you for the excellent service.
Very helpful,TAMMY A,Rated 5 out of 5 stars,US,1 review,2018-05-10T00:45:32.000Z,,"Very helpful.  Customer service representative was very knowledgeable , friendly and helpful!"
Great service,DENNIS K,Rated 5 out of 5 stars,US,3 reviews,2018-05-10T00:42:55.000Z,,Great service.  The only improvement I would make would be to make it easier to scan and send the required documents.
Everything promised was received,James White,Rated 5 out of 5 stars,US,2 reviews,2018-05-10T00:37:52.000Z,,
Used Phone Replacement and Off-Brand Charger,Tessa,Rated 1 out of 5 stars,US,1 review,2018-05-10T00:41:03.000Z,,"I have water damage to my iPhone 6, 64Gb so I filed a claim to get a replacement. I talked to multiple people on the phone who assured me that I would receive a BRAND NEW iPhone 6 64Gb and a new charger. Instead, I received a used phone that is dirty and has a couple chips on the back case and an off-brand charger. I am returning it to get my money back and will stop paying for insurance."
Came on time works great I'm happy with…,JOHN C,Rated 5 out of 5 stars,US,1 review,2018-05-10T00:22:44.000Z,,Came on time works great I'm happy with my phone
My experience was fast and great,Leslie Trumble,Rated 5 out of 5 stars,US,2 reviews,2018-05-10T00:15:53.000Z,,
I got sent my new phone fast with no…,RUNAE B,Rated 5 out of 5 stars,US,1 review,2018-05-10T00:10:03.000Z,,I got sent my new phone fast with no issues
made a claim at 12am and the phone…,HUY N,Rated 5 out of 5 stars,US,1 review,2018-05-10T00:03:12.000Z,,made a claim at 12am and the phone arrived by noon the following morning.   Talk about quick shipping.  The new phone is in great condition too.
Great service,MISHEA I,Rated 5 out of 5 stars,US,1 review,2018-05-10T00:00:41.000Z,,
This was the best service I have…,Joseph Clendenning,Rated 5 out of 5 stars,US,3 reviews,2018-05-09T23:51:46.000Z,,This was the best service I have received on replacement of my Galaxy 6
Filled out the information and…,COREY H,Rated 5 out of 5 stars,US,1 review,2018-05-09T23:44:21.000Z,,Filled out the information and replacement was quick to arrive. Great experience!
It was quick and easy,KARLA V,Rated 5 out of 5 stars,US,1 review,2018-05-09T23:43:53.000Z,,It was quick and easy. So worth the extra $$
5 stars,CURTIS C,Rated 5 out of 5 stars,US,1 review,2018-05-09T23:43:27.000Z,,"I got the phone the very next day,  great service and tech support."
Did not expect satisfaction,TERRI T,Rated 5 out of 5 stars,US,1 review,2018-05-09T23:44:16.000Z,,"Did not expect satisfaction with this insurance, as I never was satisfied with precious insurance.  Son had phone in Otter Box , but removed for some reason. Immediately dropped IPhone 6 and screen shattered. I contacted Asurion, and was told the phone would be replaced if I paid the deductable of $85. That was the best news I could have hoped for. The replacement arrived in 24 hours. Thank you Asurion."
Phone came the next day,SUSAN M,Rated 4 out of 5 stars,US,1 review,2018-05-09T23:37:18.000Z,,Phone came the next day! Great turn around!
Good service,WH,Rated 5 out of 5 stars,US,3 reviews,2018-05-09T23:36:04.000Z,,
U did great quick service thanx,MUHAMMED Malik,Rated 5 out of 5 stars,US,1 review,2018-05-09T22:24:43.000Z,,
Seamless,Sara G,Rated 5 out of 5 stars,US,2 reviews,2018-05-09T21:35:56.000Z,,"Seamless, trouble-free and fast replacement when my son broke his phone."
Very pleased,DEBORAH Shifflett,Rated 5 out of 5 stars,US,2 reviews,2018-05-09T19:07:10.000Z,,
Customer service rep was great,"KITE, N",Rated 4 out of 5 stars,US,1 review,2018-05-09T18:45:30.000Z,,"Customer service rep was great, speed of replacement was great. However, the cost was high. The purpose of having/paying for insurance is so you don't have to pay a lot out of pocket when something happens."
Very speedy,JEANNIE W,Rated 5 out of 5 stars,US,1 review,2018-05-09T18:00:42.000Z,,Very speedy. Thank you
great tks,GARY M,Rated 5 out of 5 stars,US,1 review,2018-05-09T17:23:02.000Z,,great tks.............
They handle your claims quickly.,SAMUEL S,Rated 5 out of 5 stars,US,1 review,2018-05-09T16:45:22.000Z,,
Great service,JOSE M,Rated 5 out of 5 stars,US,2 reviews,2018-05-09T16:45:15.000Z,,
Very prompt,NADINE S,Rated 5 out of 5 stars,US,1 review,2018-05-09T16:14:02.000Z,,"Very prompt, and curtious service. Claim was handled quickly, and efficiently. Tech support was very helpful over the landline while setting up replacement phone, and the transfer of all information from the damaged phone to the new phone. Replacement phone actually seemed to work better, and more efficiently than the original, no issues with new phone, and still working perfectly to date. I would highly recommend Asurion again for all persons phone needs. Outstanding service,  and customer support. Thank you again for all your help in my matter, it was greatly appreciated."
A little pricey for replacement phone,FRANK P,Rated 3 out of 5 stars,US,1 review,2018-05-09T16:13:21.000Z,,
You made this process so easy,GLORIA O,Rated 5 out of 5 stars,US,1 review,2018-05-09T16:07:50.000Z,,You made this process so easy.  Thank you!
Very prompt and your associate was very…,IRENE Wright,Rated 5 out of 5 stars,US,1 review,2018-05-09T15:43:16.000Z,,Very prompt and your associate was very nice. Thankyou
Fast service,TERRANCE T,Rated 5 out of 5 stars,US,1 review,2018-05-09T15:31:12.000Z,,
Quick service,CYNTHIA C,Rated 5 out of 5 stars,US,1 review,2018-05-09T14:57:23.000Z,,"Quick service, no questions asked. Thank you!"
Got my phone wet,DANIEL Q,Rated 5 out of 5 stars,US,2 reviews,2018-05-09T14:34:05.000Z,,Got my phone wet.  Assurion performed as promised- got a replacement right away!
Wonderful to work with,Snow,Rated 5 out of 5 stars,US,1 review,2018-05-09T14:22:34.000Z,,Wonderful to work with. Thank you
No complaints,DESEAN B,Rated 5 out of 5 stars,US,1 review,2018-05-09T14:16:45.000Z,,
Fast and efficient!,HENRY J,,US,2 reviews,2018-05-09T13:20:11.000Z,,
TOOK GOOD CARE OF ME.,KEVIN L,Rated 5 out of 5 stars,US,1 review,2018-05-09T12:31:32.000Z,,
great,KATIE ,Rated 5 out of 5 stars,US,1 review,2018-05-09T12:19:25.000Z,,"great, thanks"
fast,CLIFFORD N,Rated 5 out of 5 stars,US,1 review,2018-05-09T09:24:41.000Z,,fast and easy
You sent a replacement phone promptly…,DAVID R,Rated 5 out of 5 stars,IT,1 review,2018-05-09T08:12:27.000Z,,You sent a replacement phone promptly without a problem
Handled my claim great,THOMAS J,Rated 5 out of 5 stars,US,1 review,2018-05-09T06:17:34.000Z,,"Handled my claim great. First replacement phone didn't work. Second replacement phone was shipped next day air. Great service, no hassle."
Excellent,TINA K,Rated 5 out of 5 stars,US,1 review,2018-05-09T04:14:19.000Z,,Excellent. Professional
all good,rafael f,Rated 5 out of 5 stars,US,1 review,2018-05-09T03:58:53.000Z,,"all good , I'm very happy"
Quick and easy service,Frank Salinas,Rated 5 out of 5 stars,US,1 review,2018-05-09T03:58:04.000Z,,Quick and easy service. Everything happened as stated with receipt of replacement phone. Easy return of damaged device. Very happy with the service.
Easily taken care of to get replacement…,SHERRI V,Rated 4 out of 5 stars,US,1 review,2018-05-09T03:47:58.000Z,,Easily taken care of to get replacement phone when my sons was stolen.  Did have to wait for availability of new refurbished phone ten days
Was quick and easy to file a calim.,JOSE P,Rated 5 out of 5 stars,US,1 review,2018-05-09T02:45:09.000Z,,
Speedy efficient service,JOANNA B,Rated 5 out of 5 stars,US,1 review,2018-05-09T02:30:14.000Z,,From the first phone call to get my phone replaced to the last everything went smoothly. When I had trouble with the replacement phone Asurian was so helpful. The attempted to diagnose the problem over another line and when they couldn't the immediately sent out another phone. Thank you so much for taking such great care of the situation
Everything that I hoped for,Willie Scott,,US,2 reviews,2018-05-09T02:17:27.000Z,,Everything that I hoped for. Some times the unexpected happens and it's nice to know that you are covered. Great insurance.
fast and easy replacement at a fair…,BRANDY T,Rated 5 out of 5 stars,US,1 review,2018-05-09T02:14:33.000Z,,fast and easy replacement at a fair price
Quick shipping,DANIEL M,Rated 5 out of 5 stars,US,3 reviews,2018-05-09T02:09:30.000Z,,Quick shipping. Easy.
While talking with representative all…,DIANNE C,Rated 3 out of 5 stars,US,1 review,2018-05-09T01:43:13.000Z,,"While talking with representative all of the sudden we were cut off because the business closed. Then when calling back the next day, we had to fill out the paperwork again and start over. Then we were told the phone was out of stock. We finally got the phone but it was over a week waiting for it."
You guys are awesome you been very…,jessica b,Rated 5 out of 5 stars,US,1 review,2018-05-09T01:42:46.000Z,,You guys are awesome you been very helpful  very patient  it was easy  and fast delivery  I would reccomend anyone to join this service  I would definitely continue keeping this service
"Cost a little high, but Gr8! service!",DEMojica,Rated 5 out of 5 stars,US,1 review,2018-05-09T01:41:32.000Z,,"This is the 3rd or 4th time in many years that I have needed to replace a broken or lost iPhone. First time for an iPad Pro 9.7 that starting showing line of dead pixels. Surprise, surprise the 9.7 was replaced with the newer 10!!! Man is my wife HAPPY! Always help to keep myself out of the dog house. Thanks, Asurion, you guys are the best."
Asurion made the process of replacing…,LORI M,Rated 5 out of 5 stars,US,1 review,2018-05-09T01:24:38.000Z,,Asurion made the process of replacing my phone simple.  I'm very thankful.
Quick and helpful,DEAN D,Rated 5 out of 5 stars,US,1 review,2018-05-09T01:11:15.000Z,,
We went through two refurbished phones…,DOUGLAS L,Rated 4 out of 5 stars,US,1 review,2018-05-09T01:09:10.000Z,,"We went through two refurbished phones first that did not work and finally received a new one which worked!  A bit aggravating, but everyone was kind and helpful throughout the process."
I got a brand new phone this rocks…,Elijah,Rated 5 out of 5 stars,US,2 reviews,2018-05-09T00:59:40.000Z,,I got a brand new phone this rocks thank you!
Thanks you're the best .,JOSE O,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:52:50.000Z,,
Replacement phone showed up ready to…,FRED W,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:47:10.000Z,,Replacement phone showed up ready to go! no issues right out of the box!! Very satisfied with my replacement phone! Thank you!
Replaced  my devices quick fast and in…,STEVEN C,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:46:26.000Z,,Replaced  my devices quick fast and in a hurry !!!
Asurion Claim,ARTHUR W,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:42:53.000Z,,I called Asurion and submitted my claim over the phone on a Saturday afternoon. No problems and no delays. I live in an extremely rural area and got my new phone on Tuesday morning. Very satisfied.
Thank you for prompt service.,LIZET Q,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:39:53.000Z,,
Fast service and delivery,PATRICK M,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:36:25.000Z,,
The rep could not fix my phone,WALTER S,Rated 4 out of 5 stars,US,1 review,2018-05-09T00:26:04.000Z,,
The representative was very helpful,DANYETTE B,Rated 4 out of 5 stars,US,1 review,2018-05-09T00:06:33.000Z,,"The representative was very helpful, knowledgeable and friendly.  He made my experience easy"
Always great service,CHRISTOPHER P,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:02:53.000Z,,Always great serviceFast &. FriendlyI was out of town in Vermont and still got my phone the next day.
Courteous and fast,HAVILAND W,Rated 5 out of 5 stars,US,1 review,2018-05-09T00:02:52.000Z,,
Very prompt in sending new unit,MARTIN C,Rated 4 out of 5 stars,US,1 review,2018-05-09T00:00:41.000Z,,"Very prompt in sending new unit.  But two weeks after I got it, screen shattered by accident again."
Fast and easy,SARA A,Rated 5 out of 5 stars,US,1 review,2018-05-08T23:53:21.000Z,,Fast and easy. Very thankful for this.
Awesome customer service,CANDICE H,Rated 5 out of 5 stars,US,1 review,2018-05-08T23:50:53.000Z,,
Very easy and fast,DANA H,Rated 5 out of 5 stars,US,2 reviews,2018-05-08T23:50:32.000Z,,
